iter	Passed	Remaining
868	2526	380
869	2529	377
870	2532	375
871	2535	372
872	2539	369
873	2543	366
874	2545	363
875	2547	360
876	2550	357
877	2553	354
878	2556	351
879	2558	348
880	2561	345
881	2563	343
882	2566	340
883	2571	337
884	2574	334
885	2576	331
886	2579	328
887	2582	325
888	2585	322
889	2587	319
890	2590	316
891	2594	314
892	2599	311
893	2601	308
894	2605	305
895	2608	302
896	2610	299
897	2613	296
898	2615	293
899	2618	290
900	2620	287
901	2623	285
902	2625	282
903	2627	279
904	2631	276
905	2633	273
906	2636	270
907	2638	267
908	2640	264
909	2644	261
910	2647	258
911	2649	255
912	2652	252
913	2655	249
914	2657	246
915	2660	243
916	2662	241
917	2665	238
918	2667	235
919	2670	232
920	2672	229
921	2675	226
922	2677	223
923	2680	220
924	2682	217
925	2685	214
926	2689	211
927	2691	208
928	2694	205
929	2696	202
930	2699	200
931	2701	197
932	2704	194
933	2707	191
934	2709	188
935	2712	185
936	2714	182
937	2716	179
938	2720	176
939	2722	173
940	2725	170
941	2727	167
942	2730	165
943	2735	162
944	2739	159
945	2741	156
946	2743	153
947	2747	150
948	2749	147
949	2752	144
950	2755	141
951	2757	139
952	2760	136
953	2763	133
954	2765	130
955	2767	127
956	2770	124
957	2772	121
958	2776	118
959	2779	115
960	2781	112
961	2784	109
962	2787	107
963	2789	104
964	2792	101
965	2794	98
966	2796	95
967	2799	92
968	2801	89
969	2804	86
970	2807	83
971	2813	81
972	2817	78
973	2819	75
974	2822	72
975	2825	69
976	2827	66
977	2830	63
978	2833	60
979	2835	57
980	2839	54
981	2841	52
982	2844	49
983	2846	46
984	2848	43
985	2851	40
986	2853	37
987	2856	34
988	2858	31
989	2861	28
990	2866	26
991	2868	23
992	2870	20
993	2873	17
994	2876	14
995	2879	11
996	2881	8
997	2883	5
998	2886	2
999	2889	0
