iter	RMSE
467	158.7301758
468	158.6415443
469	158.4853238
470	158.4079037
471	158.2844793
472	158.0773043
473	157.9861805
474	157.9143175
475	157.7744729
476	157.6724561
477	157.6072565
478	157.5274024
479	157.488877
480	157.4030321
481	157.3625506
482	157.3500135
483	157.2823682
484	157.2474367
485	157.1903658
486	157.1702834
487	157.0344818
488	156.8305224
489	156.7918951
490	156.6741045
491	156.5600717
492	156.5154937
493	156.4388809
494	156.3549897
495	156.1341233
496	156.0521795
497	155.9303168
498	155.8914765
499	155.8248307
500	155.7318705
501	155.6433069
502	155.4508515
503	155.2987428
504	155.2536917
505	155.1645309
506	155.0882691
507	155.0331877
508	154.9778333
509	154.9262603
510	154.8144465
511	154.6615361
512	154.5150375
513	154.4527142
514	154.3642979
515	154.2279055
516	154.105925
517	154.0017239
518	153.9506525
519	153.889057
520	153.7982895
521	153.6016979
522	153.4466425
523	153.4122231
524	153.2935284
525	153.2197587
526	153.0176832
527	152.9379556
528	152.8252021
529	152.7352659
530	152.6167339
531	152.5547299
532	152.4542477
533	152.402528
534	152.3336255
535	152.2440043
536	152.1455168
537	151.9239848
538	151.7794308
539	151.7440403
540	151.6630774
541	151.601651
542	151.5638228
543	151.4918436
544	151.3371609
545	151.299639
546	151.2553981
547	151.1970423
548	151.1784186
549	151.0834467
550	150.997311
551	150.9460287
552	150.8776054
553	150.7386026
554	150.7012292
555	150.5298165
556	150.4105844
557	150.3403678
558	150.2729288
559	150.220931
560	150.1585047
561	150.110277
562	149.9972285
563	149.931594
564	149.8694069
565	149.8062223
566	149.7390131
567	149.682927
568	149.6240928
569	149.5829869
570	149.5409162
571	149.4762903
572	149.4482693
573	149.3631363
574	149.3210116
575	149.2329596
576	149.1482779
577	149.0874805
578	149.0701911
579	148.9394047
580	148.8849787
581	148.7919934
582	148.6072671
583	148.5601236
584	148.5093258
585	148.439001
586	148.3926398
587	148.3100258
588	148.2037672
589	148.1127533
590	148.0528688
591	147.9899658
592	147.9356225
593	147.883832
594	147.8464572
595	147.8214383
596	147.7337713
597	147.6416421
598	147.5838946
599	147.531241
600	147.4191784
601	147.3929867
602	147.309214
603	147.2380393
604	147.2006628
605	147.1530248
606	147.0983144
607	147.0369244
608	146.9329825
609	146.8609166
610	146.7005701
611	146.6491897
612	146.4625405
613	146.3508497
614	146.3127558
615	146.276989
616	146.203521
617	146.0009807
618	145.8850035
619	145.8326424
620	145.6940005
621	145.6294337
622	145.5589878
623	145.4726775
624	145.4469087
625	145.3967881
626	145.2628378
627	145.1388067
628	145.0719081
629	145.0130506
630	144.9723929
631	144.8684886
632	144.7943286
633	144.6911611
634	144.626652
635	144.5755662
636	144.5128229
637	144.4609667
638	144.3875018
639	144.3515777
640	144.2510235
641	144.1465423
642	144.1003872
643	144.0798717
644	144.0186556
645	143.9950624
646	143.9550093
647	143.8651244
648	143.7886766
649	143.7741637
650	143.7424763
651	143.6861767
652	143.5797682
653	143.5001377
654	143.4481209
655	143.4229668
656	143.3617713
657	143.2010128
658	143.0835885
659	143.010435
660	142.9545822
661	142.8021523
662	142.741782
663	142.6798524
664	142.5968419
665	142.539819
666	142.4726492
667	142.4470353
668	142.3949535
669	142.3629947
670	142.3045067
671	142.2213238
672	142.1663556
673	142.1119062
674	142.0473837
675	142.0113768
676	141.9605238
677	141.9383486
678	141.8955844
679	141.8500492
680	141.6510019
681	141.4518201
682	141.4322379
683	141.3663572
684	141.2128008
685	141.1723544
686	141.1429035
687	141.0882254
688	141.0423589
689	140.9939706
690	140.9757805
691	140.8660028
692	140.8103716
693	140.7253965
694	140.6846076
695	140.6572091
696	140.6023584
697	140.551571
698	140.4396511
699	140.2881826
700	140.234525
701	140.1864501
702	140.1319029
703	140.0964476
704	140.0375849
705	139.9624835
706	139.8860773
707	139.8570341
708	139.8235405
709	139.7852846
710	139.76587
711	139.6537212
712	139.5710596
713	139.5234591
714	139.4767451
715	139.3999756
716	139.3454027
717	139.2555768
718	139.2068972
719	139.1696733
720	139.1122438
721	139.0713354
722	139.004302
723	138.9789525
724	138.9603954
725	138.8403779
726	138.8001773
727	138.7104145
728	138.6855266
729	138.6416255
730	138.5771061
731	138.4962267
732	138.4696205
733	138.4347291
734	138.3562851
735	138.3401333
736	138.2961397
737	138.1698223
738	138.1446386
739	138.0746247
740	137.9905948
741	137.9421609
742	137.9265175
743	137.8922643
744	137.8105505
745	137.7554378
746	137.7332276
747	137.6875966
748	137.6305289
749	137.5988346
750	137.5636351
751	137.5310356
752	137.4612614
753	137.4107477
754	137.363482
755	137.316783
756	137.2379885
757	137.2146313
758	137.1757686
759	137.1214702
760	137.0762459
761	137.0518447
762	137.0221785
763	136.9945494
764	136.9683203
765	136.9306863
766	136.8607671
767	136.769025
768	136.6694834
769	136.6345192
770	136.5271391
771	136.4782452
772	136.4480604
773	136.4269091
774	136.3798618
775	136.3400987
776	136.2706729
777	136.2298499
778	136.1685293
779	136.1005164
780	136.0658764
781	136.013963
782	135.9698713
783	135.9162101
784	135.8564753
785	135.80507
786	135.7802757
787	135.7239482
788	135.660308
789	135.6426575
790	135.6118213
791	135.563809
792	135.4592839
793	135.4020088
794	135.3818306
795	135.3158054
796	135.2692372
797	135.2117197
798	135.1380916
799	135.1105524
800	135.0826867
801	135.0637117
802	134.9797038
803	134.9261032
804	134.8757581
805	134.8379179
806	134.7542498
807	134.6998898
808	134.6763334
809	134.5434703
810	134.4906323
811	134.4246694
812	134.3749339
813	134.3309848
814	134.3178645
815	134.2809593
816	134.2082003
817	134.197379
818	134.0878757
819	134.0474588
820	133.9945043
821	133.9294684
822	133.9010072
823	133.8117665
824	133.7610914
825	133.7386781
826	133.6569982
827	133.6496325
828	133.6106938
829	133.5785847
830	133.459556
831	133.3389962
832	133.2814444
833	133.225931
834	133.1763293
835	133.0769497
836	133.0197133
837	132.9885111
838	132.9540069
839	132.8902242
840	132.7639812
841	132.7096784
842	132.6819206
843	132.6131021
844	132.505031
845	132.4520665
846	132.376623
847	132.320392
848	132.2936844
849	132.2154473
850	132.1124759
851	132.1008502
852	132.0723542
853	132.0196955
854	131.9601947
855	131.9329261
856	131.9059919
857	131.8622348
858	131.8082273
859	131.7591575
860	131.7074589
861	131.652918
862	131.5816958
863	131.5479276
864	131.4578016
865	131.4083873
866	131.3497106
867	131.3116681
868	131.2766415
869	131.2081304
870	131.1549513
871	131.114424
872	131.0113815
873	130.9848359
874	130.9332335
875	130.906807
876	130.8573355
877	130.8091413
878	130.6437573
879	130.614212
880	130.5712736
881	130.5108332
882	130.4589695
883	130.4347621
884	130.3870942
885	130.3047147
886	130.2867676
887	130.2324706
888	130.2139442
889	130.1781224
890	130.1361234
891	130.1153029
892	130.0736755
893	130.0115085
894	129.9807475
895	129.9396463
896	129.863343
897	129.826955
898	129.7888863
899	129.764937
900	129.7399723
901	129.6973025
902	129.6413769
903	129.570198
904	129.5495545
905	129.5100635
906	129.4681792
907	129.4408546
908	129.4229432
909	129.4008177
910	129.355294
911	129.3162613
912	129.2817547
913	129.2572285
914	129.1727798
915	129.1511208
916	129.1249337
917	129.0333604
918	128.9769508
919	128.9329769
920	128.9099898
921	128.8814561
922	128.8249222
923	128.743542
924	128.7205817
925	128.5687326
926	128.4787611
927	128.4322118
928	128.4048089
929	128.3159354
930	128.2736711
931	128.194063
932	128.1103409
933	128.0649506
934	128.0122212
935	127.9263976
936	127.8936888
937	127.8071905
938	127.7541134
939	127.7420167
940	127.7198512
941	127.6799143
942	127.6284772
943	127.5568898
944	127.5287633
945	127.5119668
946	127.4819809
947	127.4426965
948	127.353015
949	127.3118305
950	127.2657013
951	127.2467887
952	127.2061552
953	127.1638949
954	127.0927701
955	127.0287923
956	126.986215
957	126.9232398
958	126.893271
959	126.8651605
960	126.8435966
961	126.8075316
962	126.725704
963	126.6552773
964	126.62019
965	126.5814077
966	126.5411824
967	126.5217625
968	126.4902936
969	126.4566761
970	126.3974213
971	126.3617779
972	126.3249136
973	126.2735076
974	126.2545409
975	126.2421599
976	126.2043458
977	126.1761208
978	126.0344971
979	126.0008798
980	125.9670717
981	125.9268623
982	125.8924315
983	125.7920436
984	125.7653014
985	125.719834
986	125.6418451
987	125.5889316
988	125.5615456
989	125.4988705
990	125.4863
991	125.4150607
992	125.3717905
993	125.3218077
994	125.2798283
995	125.2520765
996	125.2298819
997	125.1876217
998	125.0962928
999	125.0531195
